S.NO,Unnamed: 0,Plugin,CVE,CVSS V3 Vector,Severity,IP Address,Protocol,Port,Plugin Name,Synopsis,Description,Solution,See Also,MAC Address,Exploit?,DNS Name,NetBIOS Name,Risk Factor,CVSS V2 Base Score,CVSS V3 Base Score,CVSS V2 Temporal Score,Vuln Publication Date,Patch Publication Date,Plugin Publication Date,Exploit Ease,Plugin Modification Date,Exploit Frameworks,Check Type,Version,Lab name,BU
290,290,35291,"CVE-2004-2761,CVE-2005-4900",AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:P/RL:O/RC:C,High,172.168.20.11,TCP,1433,SSL Certificate Signed Using Weak Hashing Algorithm,An SSL certificate in the certificate chain has been signed using a weak hash algorithm.,"The remote service uses an SSL certificate chain that has been signed using a cryptographically weak hashing algorithm (e.g. MD2, MD4, MD5, or SHA1). These signature algorithms are known to be vulnerable to collision attacks. An attacker can exploit this to generate another certificate with the same digital signature, allowing an attacker to masquerade as the affected service.

Note that this plugin reports all SSL certificate chains signed with SHA-1 that expire after January 1, 2017 as vulnerable. This is in accordance with Google's gradual sunsetting of the SHA-1 cryptographic hash algorithm.

Note that certificates in the chain that are contained in the Nessus CA database (known_CA.inc) have been ignored.",Contact the Certificate Authority to have the SSL certificate reissued.,"https://tools.ietf.org/html/rfc3279
http://www.nessus.org/u?9bb87bf2
http://www.nessus.org/u?e120eea1
http://www.nessus.org/u?5d894816
http://www.nessus.org/u?51db68aa
http://www.nessus.org/u?9dc7bfba",00:85:58:1f:15:2c,Yes,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,Medium,5,7.5,3.9,"Aug 18, 2004 12:00:00 IST",,"Jan 5, 2009 12:00:00 IST",Exploits are available,"Dec 15, 2023 12:00:00 IST",,remote,1.33,Lab1,BU1
291,291,35291,"CVE-2004-2761,CVE-2005-4900",AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:P/RL:O/RC:C,High,172.168.20.11,TCP,3389,SSL Certificate Signed Using Weak Hashing Algorithm,An SSL certificate in the certificate chain has been signed using a weak hash algorithm.,"The remote service uses an SSL certificate chain that has been signed using a cryptographically weak hashing algorithm (e.g. MD2, MD4, MD5, or SHA1). These signature algorithms are known to be vulnerable to collision attacks. An attacker can exploit this to generate another certificate with the same digital signature, allowing an attacker to masquerade as the affected service.

Note that this plugin reports all SSL certificate chains signed with SHA-1 that expire after January 1, 2017 as vulnerable. This is in accordance with Google's gradual sunsetting of the SHA-1 cryptographic hash algorithm.

Note that certificates in the chain that are contained in the Nessus CA database (known_CA.inc) have been ignored.",Contact the Certificate Authority to have the SSL certificate reissued.,"https://tools.ietf.org/html/rfc3279
http://www.nessus.org/u?9bb87bf2
http://www.nessus.org/u?e120eea1
http://www.nessus.org/u?5d894816
http://www.nessus.org/u?51db68aa
http://www.nessus.org/u?9dc7bfba",69:0e:cb:b8:7e:c5,Yes,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,Medium,5,7.5,3.9,"Aug 18, 2004 12:00:00 IST",,"Jan 5, 2009 12:00:00 IST",Exploits are available,"Dec 15, 2023 12:00:00 IST",,remote,1.33,Lab1,BU1
292,292,35716,,,Info,172.168.20.11,TCP,0,Ethernet Card Manufacturer Detection,The manufacturer can be identified from the Ethernet OUI.,Each ethernet MAC address starts with a 24-bit Organizationally Unique Identifier (OUI). These OUIs are registered by IEEE.,,"https://standards.ieee.org/faqs/regauth.html
http://www.nessus.org/u?794673b4",42:e8:4a:11:a6:55,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 19, 2009 12:00:00 IST",,"May 13, 2020 12:00:00 IST",,combined,1.15,Lab1,BU1
293,293,39446,,,Info,172.168.20.11,TCP,7080,Apache Tomcat Detection,The remote web server is an Apache Tomcat server.,Nessus was able to detect a remote Apache Tomcat web server.,,https://tomcat.apache.org/,4f:99:4b:3e:87:70,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Jun 18, 2009 12:00:00 IST",,"Nov 14, 2024 12:00:00 IST",,remote,1.31,Lab1,BU1
294,294,39446,,,Info,172.168.20.11,TCP,8088,Apache Tomcat Detection,The remote web server is an Apache Tomcat server.,Nessus was able to detect a remote Apache Tomcat web server.,,https://tomcat.apache.org/,aa:63:fd:05:44:4c,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Jun 18, 2009 12:00:00 IST",,"Nov 14, 2024 12:00:00 IST",,remote,1.31,Lab1,BU1
295,295,39446,,,Info,172.168.20.11,TCP,9090,Apache Tomcat Detection,The remote web server is an Apache Tomcat server.,Nessus was able to detect a remote Apache Tomcat web server.,,https://tomcat.apache.org/,f5:79:7a:b9:99:74,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Jun 18, 2009 12:00:00 IST",,"Nov 14, 2024 12:00:00 IST",,remote,1.31,Lab1,BU1
296,296,39446,,,Info,172.168.20.11,TCP,10080,Apache Tomcat Detection,The remote web server is an Apache Tomcat server.,Nessus was able to detect a remote Apache Tomcat web server.,,https://tomcat.apache.org/,ad:e3:dc:7e:7a:7b,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Jun 18, 2009 12:00:00 IST",,"Nov 14, 2024 12:00:00 IST",,remote,1.31,Lab1,BU1
297,297,42873,CVE-2016-2183,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,High,172.168.20.11,TCP,1433,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"The remote host supports the use of SSL ciphers that offer medium strength encryption. Nessus regards medium strength as any encryption that uses key lengths at least 64 bits and less than 112 bits, or else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength encryption if the attacker is on the same physical network.",Reconfigure the affected application if possible to avoid use of medium strength ciphers.,"http://www.nessus.org/u?df5555f5
https://sweet32.info",a9:65:59:da:f4:54,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,Medium,5,7.5,,"Aug 24, 2016 12:00:00 IST",,"Nov 23, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.22,Lab1,BU1
298,298,42873,CVE-2016-2183,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,High,172.168.20.11,TCP,3389,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"The remote host supports the use of SSL ciphers that offer medium strength encryption. Nessus regards medium strength as any encryption that uses key lengths at least 64 bits and less than 112 bits, or else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength encryption if the attacker is on the same physical network.",Reconfigure the affected application if possible to avoid use of medium strength ciphers.,"http://www.nessus.org/u?df5555f5
https://sweet32.info",a6:fb:d6:d4:fa:90,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,Medium,5,7.5,,"Aug 24, 2016 12:00:00 IST",,"Nov 23, 2009 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,remote,1.22,Lab1,BU1
299,299,43111,,,Info,172.168.20.11,TCP,8088,HTTP Methods Allowed (per directory),This plugin determines which HTTP methods are allowed on various CGI directories.,"By calling the OPTIONS method, it is possible to determine which HTTP methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit one without any body in the response. If a security constraint was set on 'GET' requests such that only 'authenticatedUsers' could access GET requests for a particular servlet or resource, it would be bypassed for the 'HEAD' version. This allowed unauthorized blind submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough tests' are enabled or 'Enable web applications tests' is set to 'yes' in the scan policy - various known HTTP methods on each directory and considers them as unsupported if it receives a response code of 400, 403, 405, or 501.

Note that the plugin output is only informational and does not necessarily indicate the presence of any security vulnerabilities.",,"http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)",42:06:d1:fa:ff:48,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Dec 10, 2009 12:00:00 IST",,"Apr 11, 2022 12:00:00 IST",,remote,1.12,Lab1,BU1
300,300,43111,,,Info,172.168.20.11,TCP,10080,HTTP Methods Allowed (per directory),This plugin determines which HTTP methods are allowed on various CGI directories.,"By calling the OPTIONS method, it is possible to determine which HTTP methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit one without any body in the response. If a security constraint was set on 'GET' requests such that only 'authenticatedUsers' could access GET requests for a particular servlet or resource, it would be bypassed for the 'HEAD' version. This allowed unauthorized blind submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough tests' are enabled or 'Enable web applications tests' is set to 'yes' in the scan policy - various known HTTP methods on each directory and considers them as unsupported if it receives a response code of 400, 403, 405, or 501.

Note that the plugin output is only informational and does not necessarily indicate the presence of any security vulnerabilities.",,"http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)",19:a1:9c:25:0c:a1,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Dec 10, 2009 12:00:00 IST",,"Apr 11, 2022 12:00:00 IST",,remote,1.12,Lab1,BU1
301,301,45410,,,Info,172.168.20.11,TCP,1433,SSL Certificate 'commonName' Mismatch,The 'commonName' (CN) attribute in the SSL certificate does not match the hostname.,The service running on the remote host presents an SSL certificate for which the 'commonName' (CN) attribute does not match the hostname on which the service listens.,"If the machine has several names, make sure that users connect to the service through the DNS hostname that matches the common name in the certificate.",,57:7e:01:2f:94:9c,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Apr 3, 2010 12:00:00 IST",,"Mar 9, 2021 12:00:00 IST",,remote,1.26,Lab1,BU1
302,302,45411,,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,Medium,172.168.20.11,TCP,1433,SSL Certificate with Wrong Hostname,The SSL certificate for this service is for a different host.,The 'commonName' (CN) attribute of the SSL certificate presented for this service is for a different machine.,Purchase or generate a proper SSL certificate for this service.,,c1:f2:75:90:b4:d4,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,Medium,5,5.3,,,,"Apr 3, 2010 12:00:00 IST",,"Apr 27, 2020 12:00:00 IST",,remote,1.2,Lab1,BU1
303,303,45590,,,Info,172.168.20.11,TCP,0,Common Platform Enumeration (CPE),It was possible to enumerate CPE names that matched on the remote system.,"By using information obtained from a Nessus scan, this plugin reports CPE (Common Platform Enumeration) matches for various hardware and software products found on a host. 

Note that if an official CPE is not available for the product, this plugin computes the best possible CPE based on the information available from the scan.",,"http://cpe.mitre.org/
https://nvd.nist.gov/products/cpe",e0:72:c3:4c:68:31,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Apr 21, 2010 12:00:00 IST",,"Feb 12, 2025 12:00:00 IST",,combined,1.178,Lab1,BU1
304,304,48204,,,Info,172.168.20.11,TCP,8088,Apache HTTP Server Version,It is possible to obtain the version number of the remote Apache HTTP server.,"The remote host is running the Apache HTTP Server, an open source web server. It was possible to read the version number from the banner.",,https://httpd.apache.org/,5b:1d:a2:39:b4:2d,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Jul 30, 2010 12:00:00 IST",,"Aug 17, 2023 12:00:00 IST",,remote,1.19,Lab1,BU1
305,305,48204,,,Info,172.168.20.11,TCP,10080,Apache HTTP Server Version,It is possible to obtain the version number of the remote Apache HTTP server.,"The remote host is running the Apache HTTP Server, an open source web server. It was possible to read the version number from the banner.",,https://httpd.apache.org/,c5:3d:17:89:3a:c3,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Jul 30, 2010 12:00:00 IST",,"Aug 17, 2023 12:00:00 IST",,remote,1.19,Lab1,BU1
306,306,50845,,,Info,172.168.20.11,TCP,443,OpenSSL Detection,The remote service appears to use OpenSSL to encrypt traffic.,"Based on its response to a TLS request with a specially crafted server name extension, it seems that the remote service is using the OpenSSL library to encrypt traffic.

Note that this plugin can only detect OpenSSL implementations that have enabled support for TLS extensions (RFC 4366).",,https://www.openssl.org/,8e:a1:70:8f:66:38,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Nov 30, 2010 12:00:00 IST",,"Jun 12, 2020 12:00:00 IST",,remote,1.21,Lab1,BU1
307,307,50845,,,Info,172.168.20.11,TCP,636,OpenSSL Detection,The remote service appears to use OpenSSL to encrypt traffic.,"Based on its response to a TLS request with a specially crafted server name extension, it seems that the remote service is using the OpenSSL library to encrypt traffic.

Note that this plugin can only detect OpenSSL implementations that have enabled support for TLS extensions (RFC 4366).",,https://www.openssl.org/,41:16:56:e0:ef:db,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Nov 30, 2010 12:00:00 IST",,"Jun 12, 2020 12:00:00 IST",,remote,1.21,Lab1,BU1
308,308,50845,,,Info,172.168.20.11,TCP,1514,OpenSSL Detection,The remote service appears to use OpenSSL to encrypt traffic.,"Based on its response to a TLS request with a specially crafted server name extension, it seems that the remote service is using the OpenSSL library to encrypt traffic.

Note that this plugin can only detect OpenSSL implementations that have enabled support for TLS extensions (RFC 4366).",,https://www.openssl.org/,29:3d:3b:05:76:af,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Nov 30, 2010 12:00:00 IST",,"Jun 12, 2020 12:00:00 IST",,remote,1.21,Lab1,BU1
309,309,51192,,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,Medium,172.168.20.11,TCP,443,SSL Certificate Cannot Be Trusted,The SSL certificate for this service cannot be trusted.,"The server's X.509 certificate cannot be trusted. This situation can occur in three different ways, in which the chain of trust can be broken, as stated below :

  - First, the top of the certificate chain sent by the     server might not be descended from a known public     certificate authority. This can occur either when the     top of the chain is an unrecognized, self-signed     certificate, or when intermediate certificates are     missing that would connect the top of the certificate     chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate     that is not valid at the time of the scan. This can     occur either when the scan occurs before one of the     certificate's 'notBefore' dates, or after one of the     certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature     that either didn't match the certificate's information     or could not be verified. Bad signatures can be fixed by     getting the certificate with the bad signature to be     re-signed by its issuer. Signatures that could not be     verified are the result of the certificate's issuer     using a signing algorithm that Nessus either does not     support or does not recognize.

If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.",Purchase or generate a proper SSL certificate for this service.,"https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509",25:c2:0f:db:9f:10,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,Medium,6.4,6.5,,,,"Dec 15, 2010 12:00:00 IST",,"Apr 27, 2020 12:00:00 IST",,remote,1.19,Lab1,BU1
310,310,51192,,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,Medium,172.168.20.11,TCP,636,SSL Certificate Cannot Be Trusted,The SSL certificate for this service cannot be trusted.,"The server's X.509 certificate cannot be trusted. This situation can occur in three different ways, in which the chain of trust can be broken, as stated below :

  - First, the top of the certificate chain sent by the     server might not be descended from a known public     certificate authority. This can occur either when the     top of the chain is an unrecognized, self-signed     certificate, or when intermediate certificates are     missing that would connect the top of the certificate     chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate     that is not valid at the time of the scan. This can     occur either when the scan occurs before one of the     certificate's 'notBefore' dates, or after one of the     certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature     that either didn't match the certificate's information     or could not be verified. Bad signatures can be fixed by     getting the certificate with the bad signature to be     re-signed by its issuer. Signatures that could not be     verified are the result of the certificate's issuer     using a signing algorithm that Nessus either does not     support or does not recognize.

If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.",Purchase or generate a proper SSL certificate for this service.,"https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509",38:d7:c0:05:5f:a6,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,Medium,6.4,6.5,,,,"Dec 15, 2010 12:00:00 IST",,"Apr 27, 2020 12:00:00 IST",,remote,1.19,Lab1,BU1
311,311,51192,,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,Medium,172.168.20.11,TCP,1433,SSL Certificate Cannot Be Trusted,The SSL certificate for this service cannot be trusted.,"The server's X.509 certificate cannot be trusted. This situation can occur in three different ways, in which the chain of trust can be broken, as stated below :

  - First, the top of the certificate chain sent by the     server might not be descended from a known public     certificate authority. This can occur either when the     top of the chain is an unrecognized, self-signed     certificate, or when intermediate certificates are     missing that would connect the top of the certificate     chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate     that is not valid at the time of the scan. This can     occur either when the scan occurs before one of the     certificate's 'notBefore' dates, or after one of the     certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature     that either didn't match the certificate's information     or could not be verified. Bad signatures can be fixed by     getting the certificate with the bad signature to be     re-signed by its issuer. Signatures that could not be     verified are the result of the certificate's issuer     using a signing algorithm that Nessus either does not     support or does not recognize.

If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.",Purchase or generate a proper SSL certificate for this service.,"https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509",7f:84:64:1a:49:00,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,Medium,6.4,6.5,,,,"Dec 15, 2010 12:00:00 IST",,"Apr 27, 2020 12:00:00 IST",,remote,1.19,Lab1,BU1
312,312,51192,,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,Medium,172.168.20.11,TCP,1514,SSL Certificate Cannot Be Trusted,The SSL certificate for this service cannot be trusted.,"The server's X.509 certificate cannot be trusted. This situation can occur in three different ways, in which the chain of trust can be broken, as stated below :

  - First, the top of the certificate chain sent by the     server might not be descended from a known public     certificate authority. This can occur either when the     top of the chain is an unrecognized, self-signed     certificate, or when intermediate certificates are     missing that would connect the top of the certificate     chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate     that is not valid at the time of the scan. This can     occur either when the scan occurs before one of the     certificate's 'notBefore' dates, or after one of the     certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature     that either didn't match the certificate's information     or could not be verified. Bad signatures can be fixed by     getting the certificate with the bad signature to be     re-signed by its issuer. Signatures that could not be     verified are the result of the certificate's issuer     using a signing algorithm that Nessus either does not     support or does not recognize.

If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.",Purchase or generate a proper SSL certificate for this service.,"https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509",eb:2f:4c:ab:cb:bd,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,Medium,6.4,6.5,,,,"Dec 15, 2010 12:00:00 IST",,"Apr 27, 2020 12:00:00 IST",,remote,1.19,Lab1,BU1
313,313,51192,,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,Medium,172.168.20.11,TCP,3389,SSL Certificate Cannot Be Trusted,The SSL certificate for this service cannot be trusted.,"The server's X.509 certificate cannot be trusted. This situation can occur in three different ways, in which the chain of trust can be broken, as stated below :

  - First, the top of the certificate chain sent by the     server might not be descended from a known public     certificate authority. This can occur either when the     top of the chain is an unrecognized, self-signed     certificate, or when intermediate certificates are     missing that would connect the top of the certificate     chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate     that is not valid at the time of the scan. This can     occur either when the scan occurs before one of the     certificate's 'notBefore' dates, or after one of the     certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature     that either didn't match the certificate's information     or could not be verified. Bad signatures can be fixed by     getting the certificate with the bad signature to be     re-signed by its issuer. Signatures that could not be     verified are the result of the certificate's issuer     using a signing algorithm that Nessus either does not     support or does not recognize.

If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.",Purchase or generate a proper SSL certificate for this service.,"https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509",2c:19:42:84:ec:7a,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,Medium,6.4,6.5,,,,"Dec 15, 2010 12:00:00 IST",,"Apr 27, 2020 12:00:00 IST",,remote,1.19,Lab1,BU1
314,314,51192,,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,Medium,172.168.20.11,TCP,9443,SSL Certificate Cannot Be Trusted,The SSL certificate for this service cannot be trusted.,"The server's X.509 certificate cannot be trusted. This situation can occur in three different ways, in which the chain of trust can be broken, as stated below :

  - First, the top of the certificate chain sent by the     server might not be descended from a known public     certificate authority. This can occur either when the     top of the chain is an unrecognized, self-signed     certificate, or when intermediate certificates are     missing that would connect the top of the certificate     chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate     that is not valid at the time of the scan. This can     occur either when the scan occurs before one of the     certificate's 'notBefore' dates, or after one of the     certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature     that either didn't match the certificate's information     or could not be verified. Bad signatures can be fixed by     getting the certificate with the bad signature to be     re-signed by its issuer. Signatures that could not be     verified are the result of the certificate's issuer     using a signing algorithm that Nessus either does not     support or does not recognize.

If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.",Purchase or generate a proper SSL certificate for this service.,"https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509",8c:44:6a:3d:f0:e8,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,Medium,6.4,6.5,,,,"Dec 15, 2010 12:00:00 IST",,"Apr 27, 2020 12:00:00 IST",,remote,1.19,Lab1,BU1
315,315,51891,,,Info,172.168.20.11,TCP,1433,SSL Session Resume Supported,The remote host allows resuming SSL sessions.,"This script detects whether a host allows resuming SSL sessions by performing a full SSL handshake to receive a session ID, and then reconnecting with the previously used session ID.  If the server accepts the session ID in the second connection, the server maintains a cache of sessions that can be resumed.",,,20:45:33:1b:a9:9f,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 7, 2011 12:00:00 IST",,"Sep 13, 2021 12:00:00 IST",,remote,1.23,Lab1,BU1
316,316,51891,,,Info,172.168.20.11,TCP,3389,SSL Session Resume Supported,The remote host allows resuming SSL sessions.,"This script detects whether a host allows resuming SSL sessions by performing a full SSL handshake to receive a session ID, and then reconnecting with the previously used session ID.  If the server accepts the session ID in the second connection, the server maintains a cache of sessions that can be resumed.",,,85:dd:68:e2:15:da,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Feb 7, 2011 12:00:00 IST",,"Sep 13, 2021 12:00:00 IST",,remote,1.23,Lab1,BU1
317,317,54615,,,Info,172.168.20.11,TCP,0,Device Type,It is possible to guess the remote device type.,"Based on the remote operating system, it is possible to determine what the remote system type is (eg: a printer, router, general-purpose computer, etc).",,,05:3b:e2:63:fc:55,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"May 23, 2011 12:00:00 IST",,"Sep 9, 2022 12:00:00 IST",,combined,1.2,Lab1,BU1
318,318,56984,,,Info,172.168.20.11,TCP,443,SSL / TLS Versions Supported,The remote service encrypts communications.,This plugin detects which SSL and TLS versions are supported by the remote service for encrypting communications.,,,07:12:ae:06:44:84,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Dec 1, 2011 12:00:00 IST",,"Jul 10, 2023 12:00:00 IST",,remote,1.35,Lab1,BU1
319,319,56984,,,Info,172.168.20.11,TCP,636,SSL / TLS Versions Supported,The remote service encrypts communications.,This plugin detects which SSL and TLS versions are supported by the remote service for encrypting communications.,,,59:69:0d:82:31:2e,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Dec 1, 2011 12:00:00 IST",,"Jul 10, 2023 12:00:00 IST",,remote,1.35,Lab1,BU1
320,320,56984,,,Info,172.168.20.11,TCP,1433,SSL / TLS Versions Supported,The remote service encrypts communications.,This plugin detects which SSL and TLS versions are supported by the remote service for encrypting communications.,,,c5:0c:42:37:13:6e,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Dec 1, 2011 12:00:00 IST",,"Jul 10, 2023 12:00:00 IST",,remote,1.35,Lab1,BU1
321,321,56984,,,Info,172.168.20.11,TCP,1514,SSL / TLS Versions Supported,The remote service encrypts communications.,This plugin detects which SSL and TLS versions are supported by the remote service for encrypting communications.,,,95:40:36:00:5f:bd,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Dec 1, 2011 12:00:00 IST",,"Jul 10, 2023 12:00:00 IST",,remote,1.35,Lab1,BU1
322,322,56984,,,Info,172.168.20.11,TCP,3389,SSL / TLS Versions Supported,The remote service encrypts communications.,This plugin detects which SSL and TLS versions are supported by the remote service for encrypting communications.,,,d3:09:41:74:6c:da,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Dec 1, 2011 12:00:00 IST",,"Jul 10, 2023 12:00:00 IST",,remote,1.35,Lab1,BU1
323,323,56984,,,Info,172.168.20.11,TCP,9443,SSL / TLS Versions Supported,The remote service encrypts communications.,This plugin detects which SSL and TLS versions are supported by the remote service for encrypting communications.,,,32:93:a7:7c:de:4a,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Dec 1, 2011 12:00:00 IST",,"Jul 10, 2023 12:00:00 IST",,remote,1.35,Lab1,BU1
324,324,57041,,,Info,172.168.20.11,TCP,1433,SSL Perfect Forward Secrecy Cipher Suites Supported,"The remote service supports the use of SSL Perfect Forward Secrecy ciphers, which maintain confidentiality even if the key is stolen.",The remote host supports the use of SSL ciphers that offer Perfect Forward Secrecy (PFS) encryption.  These cipher suites ensure that recorded SSL traffic cannot be broken at a future date if the server's private key is compromised.,,"https://www.openssl.org/docs/manmaster/man1/ciphers.html
https://en.wikipedia.org/wiki/Diffie-Hellman_key_exchange
https://en.wikipedia.org/wiki/Perfect_forward_secrecy",a5:37:72:57:00:7d,No,vcprod31.in.rdlabs.hpecorp.net,WORKGROUP\VCPROD31,,,,,,,"Dec 7, 2011 12:00:00 IST",,"Mar 9, 2021 12:00:00 IST",,remote,1.11,Lab1,BU1
